turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T3383,S2806,2,system,start_application,0.68,0.61,,4,2025-04-15
T3384,S3076,12,system,repeat,0.77,0.72,silence,2,2025-04-01
T3385,S2983,3,user,repeat,0.67,0.83,misunderstanding,3,2025-04-18
T3386,S2703,7,system,start_application,0.95,0.97,,12,2025-02-14
T3387,S2475,9,system,repeat,0.58,0.88,noise,6,2025-03-20
T3388,S2591,8,user,repeat,0.84,0.79,silence,14,2025-01-23
T3389,S2015,9,system,unknown,0.76,0.94,,10,2025-03-27
T3390,S2486,6,user,start_application,0.43,0.68,,10,2025-03-25
T3391,S2705,1,user,repeat,0.66,0.66,silence,8,2025-01-01
T3392,S3164,14,system,start_application,0.88,0.85,misunderstanding,14,2025-02-04
T3393,S2619,12,system,service_lookup,0.76,0.93,,7,2025-04-03
T3394,S3018,4,user,service_lookup,0.66,0.97,,11,2025-04-25
T3395,S2776,13,user,service_lookup,0.83,0.76,misunderstanding,11,2025-01-22
T3396,S2446,6,system,service_lookup,0.49,0.85,misunderstanding,13,2025-01-29
T3397,S2289,12,system,service_lookup,0.96,0.77,silence,8,2025-03-03
T3398,S2208,6,system,unknown,0.9,0.92,silence,12,2025-03-27
T3399,S2412,8,system,start_application,0.67,0.85,,7,2025-01-11
T3400,S2676,1,system,service_lookup,0.77,0.44,noise,6,2025-04-26
T3401,S2663,13,user,start_application,0.82,0.95,misunderstanding,7,2025-03-26
T3402,S2289,11,system,start_application,0.75,0.63,misunderstanding,2,2025-04-27
T3403,S2150,2,user,service_lookup,0.86,0.79,,6,2025-04-19
T3404,S2854,2,system,service_lookup,0.87,0.91,noise,14,2025-03-16
T3405,S2607,13,user,unknown,0.52,0.9,,2,2025-03-27
T3406,S2369,6,user,repeat,0.52,0.92,silence,6,2025-02-20
T3407,S2704,14,system,start_application,0.75,0.7,misunderstanding,3,2025-02-15
T3408,S2825,14,system,start_application,0.67,0.92,,12,2025-04-17
T3409,S3004,11,system,service_lookup,0.74,0.72,,11,2025-01-09
T3410,S2376,7,system,start_application,0.88,0.74,,6,2025-01-07
T3411,S2972,2,user,start_application,0.62,0.81,misunderstanding,11,2025-01-04
T3412,S2117,5,system,repeat,0.69,0.86,,5,2025-02-04
T3413,S3028,6,user,service_lookup,0.45,0.92,,14,2025-01-12
T3414,S2443,4,user,repeat,0.78,0.86,,5,2025-04-16
T3415,S2754,1,user,service_lookup,0.6,0.74,misunderstanding,7,2025-04-13
T3416,S2639,3,system,start_application,0.75,0.45,,11,2025-04-01
T3417,S2123,14,system,start_application,0.71,0.84,,9,2025-04-11
T3418,S2657,10,system,start_application,0.64,0.84,misunderstanding,7,2025-04-03
T3419,S2821,9,user,start_application,0.77,0.72,silence,2,2025-01-16
T3420,S2663,13,user,service_lookup,0.79,0.41,,12,2025-02-19
T3421,S2359,6,user,start_application,0.78,0.92,,10,2025-02-23
T3422,S2622,2,user,service_lookup,0.55,0.74,misunderstanding,5,2025-04-25
T3423,S3080,9,user,service_lookup,0.96,0.7,misunderstanding,8,2025-03-18
T3424,S2918,4,system,service_lookup,0.56,0.9,,2,2025-03-12
T3425,S3173,11,system,start_application,0.66,0.76,,13,2025-03-02
T3426,S2451,13,user,service_lookup,0.87,0.49,,10,2025-04-04
T3427,S3185,8,user,service_lookup,0.81,0.55,misunderstanding,4,2025-01-10
T3428,S2119,10,system,start_application,0.63,0.38,misunderstanding,14,2025-02-06
T3429,S2581,7,system,unknown,0.78,0.8,,4,2025-02-08
T3430,S2098,12,system,repeat,0.75,0.93,silence,11,2025-01-30
T3431,S3190,11,user,unknown,0.7,0.68,noise,9,2025-04-10
T3432,S2513,3,user,start_application,0.45,0.53,,3,2025-02-15
T3433,S2663,8,system,start_application,0.65,0.87,misunderstanding,10,2025-03-17
T3434,S2400,4,user,repeat,0.76,0.64,,4,2025-04-07
T3435,S2364,2,system,service_lookup,0.58,0.82,,3,2025-02-16
T3436,S2580,11,user,service_lookup,0.67,0.65,misunderstanding,6,2025-03-06
T3437,S2620,5,user,service_lookup,0.56,0.58,,10,2025-04-20
T3438,S2827,1,system,service_lookup,0.69,0.98,,13,2025-01-23
T3439,S2246,13,user,start_application,0.71,0.87,,10,2025-04-17
T3440,S2433,8,system,start_application,0.77,0.81,,9,2025-01-25
T3441,S3116,14,user,service_lookup,0.59,0.81,,9,2025-04-12
T3442,S2614,8,system,unknown,0.56,0.92,,8,2025-01-16
T3443,S2942,3,user,start_application,0.57,0.73,silence,4,2025-03-18
T3444,S2962,1,user,start_application,0.84,0.96,,4,2025-02-04
T3445,S2623,4,user,unknown,0.84,0.87,,6,2025-03-05
T3446,S2320,9,system,service_lookup,0.88,0.68,,10,2025-02-26
T3447,S2855,9,system,repeat,0.57,0.46,,2,2025-03-14
T3448,S2061,1,user,service_lookup,0.83,0.54,,4,2025-04-03
T3449,S2299,11,system,start_application,0.76,0.78,silence,10,2025-03-17
T3450,S2402,7,system,unknown,0.9,0.87,silence,8,2025-02-18
T3451,S2954,6,system,start_application,0.46,0.67,,3,2025-04-16
T3452,S2252,14,system,service_lookup,0.88,0.96,,3,2025-04-11
T3453,S2477,7,system,service_lookup,0.9,0.57,silence,2,2025-02-04
T3454,S2159,7,system,service_lookup,0.9,0.95,silence,11,2025-02-26
T3455,S2960,8,user,repeat,0.7,0.95,,4,2025-02-24
T3456,S3189,8,user,service_lookup,0.61,0.7,misunderstanding,5,2025-03-09
T3457,S2204,10,system,service_lookup,0.79,0.84,silence,2,2025-01-05
T3458,S3161,14,user,repeat,0.79,0.83,noise,14,2025-03-30
T3459,S2857,11,user,service_lookup,0.72,0.62,,2,2025-01-28
T3460,S2759,2,system,repeat,0.71,0.89,,4,2025-02-15
T3461,S2720,12,user,service_lookup,0.64,0.82,misunderstanding,6,2025-01-16
T3462,S3040,12,system,service_lookup,0.3,0.92,,9,2025-03-25
T3463,S2067,12,system,service_lookup,0.73,0.58,silence,6,2025-01-07
T3464,S2132,4,system,unknown,0.96,0.51,misunderstanding,13,2025-02-06
T3465,S2918,4,user,start_application,0.62,0.69,,8,2025-01-17
T3466,S2429,13,user,service_lookup,0.75,0.51,,10,2025-04-17
T3467,S2307,11,system,start_application,0.87,0.72,,2,2025-01-17
T3468,S2649,10,user,start_application,0.9,0.86,noise,6,2025-04-28
T3469,S3197,12,user,service_lookup,0.81,0.85,misunderstanding,3,2025-04-24
T3470,S2411,13,system,repeat,0.82,0.76,,2,2025-01-27
T3471,S2096,8,user,service_lookup,0.53,0.63,,8,2025-01-21
T3472,S3177,14,system,service_lookup,0.75,0.83,,8,2025-02-03
T3473,S3050,13,system,start_application,0.46,0.67,,2,2025-02-27
T3474,S3083,13,user,service_lookup,0.78,0.64,misunderstanding,11,2025-02-18
T3475,S2201,3,user,unknown,0.77,0.89,misunderstanding,8,2025-04-14
T3476,S2761,12,user,service_lookup,0.95,0.91,,7,2025-03-25
T3477,S2873,13,user,repeat,0.92,0.94,,7,2025-04-16
T3478,S2580,13,system,service_lookup,0.59,0.59,misunderstanding,13,2025-03-05
T3479,S2369,12,user,repeat,0.43,0.65,misunderstanding,2,2025-02-01
T3480,S2532,3,user,service_lookup,0.46,0.97,misunderstanding,12,2025-04-19
T3481,S3175,13,system,unknown,0.79,0.8,,11,2025-02-22
T3482,S3125,2,system,service_lookup,0.65,0.8,,8,2025-02-07
T3483,S2898,1,user,repeat,0.74,0.56,noise,2,2025-01-22
T3484,S2606,8,system,start_application,0.44,0.93,,11,2025-01-15
T3485,S2872,14,user,start_application,0.75,0.81,,11,2025-04-10
T3486,S3148,9,system,service_lookup,0.81,0.87,,13,2025-02-19
T3487,S2769,9,system,repeat,0.87,0.82,,13,2025-04-02
T3488,S2833,11,system,service_lookup,0.5,0.78,,6,2025-03-07
T3489,S2998,8,system,repeat,0.65,0.64,misunderstanding,2,2025-03-05
T3490,S2937,5,user,start_application,0.78,0.74,,13,2025-04-07
T3491,S2235,1,system,unknown,0.93,0.91,,2,2025-02-06
T3492,S2161,9,system,start_application,0.78,0.92,misunderstanding,14,2025-01-22
T3493,S2553,6,user,service_lookup,0.74,0.79,silence,13,2025-04-02
T3494,S2787,12,user,start_application,0.81,0.61,,9,2025-03-15
T3495,S3091,7,system,service_lookup,0.59,0.5,,13,2025-03-21
T3496,S3196,8,user,service_lookup,0.78,0.64,,6,2025-02-19
T3497,S2558,13,system,service_lookup,0.54,0.92,misunderstanding,12,2025-01-14
T3498,S2260,5,system,unknown,0.97,0.74,silence,12,2025-02-20
T3499,S2216,6,system,repeat,0.91,0.91,misunderstanding,6,2025-02-28
T3500,S3147,12,user,service_lookup,0.54,0.69,,12,2025-04-09
T3501,S2804,13,user,start_application,0.51,0.79,noise,4,2025-04-01
T3502,S3185,7,user,service_lookup,0.92,0.88,misunderstanding,12,2025-01-11
T3503,S2200,7,system,service_lookup,0.59,0.73,,12,2025-01-07
T3504,S2401,2,system,service_lookup,0.7,0.68,misunderstanding,3,2025-02-09
T3505,S2274,14,system,repeat,0.66,0.3,,11,2025-02-12
T3506,S2205,11,system,unknown,0.65,0.86,noise,5,2025-03-02
T3507,S3063,12,system,service_lookup,0.88,0.71,,2,2025-02-03
T3508,S2866,14,user,service_lookup,0.65,0.51,,8,2025-01-05
T3509,S2092,1,system,service_lookup,0.72,0.59,misunderstanding,9,2025-04-13
T3510,S3065,8,user,unknown,0.62,0.78,silence,3,2025-01-24
T3511,S2378,5,user,service_lookup,0.96,0.72,misunderstanding,2,2025-03-31
T3512,S3130,10,user,start_application,0.61,0.88,misunderstanding,8,2025-02-04
T3513,S2064,2,user,unknown,0.89,0.94,silence,7,2025-04-20
T3514,S2364,3,user,service_lookup,0.69,0.66,misunderstanding,6,2025-03-27
T3515,S2820,6,user,start_application,0.61,0.53,silence,7,2025-02-10
T3516,S3047,10,user,service_lookup,0.92,0.83,,14,2025-03-09
T3517,S2539,6,system,repeat,0.81,0.72,misunderstanding,7,2025-04-12
T3518,S3085,8,user,service_lookup,0.85,0.78,,14,2025-03-25
T3519,S2490,5,system,unknown,0.89,0.89,,10,2025-04-11
T3520,S2228,5,user,unknown,0.54,0.78,,14,2025-01-03
T3521,S3043,7,user,repeat,0.69,0.57,misunderstanding,5,2025-03-02
T3522,S2002,10,user,start_application,0.66,0.83,,2,2025-04-10
T3523,S2910,13,user,repeat,0.62,0.76,,13,2025-04-25
T3524,S2306,14,system,service_lookup,0.38,0.81,,5,2025-01-04
T3525,S2431,5,user,service_lookup,0.85,0.85,silence,12,2025-03-11
T3526,S2135,9,user,service_lookup,0.69,0.86,,9,2025-02-19
T3527,S2514,6,user,start_application,0.87,0.91,misunderstanding,13,2025-03-17
T3528,S2192,7,system,repeat,0.58,0.59,silence,11,2025-03-06
T3529,S2872,12,system,unknown,0.95,0.9,misunderstanding,5,2025-03-29
T3530,S3141,8,user,start_application,0.92,0.95,,6,2025-03-24
T3531,S2665,13,user,repeat,0.74,0.71,,4,2025-03-09
T3532,S2208,5,user,unknown,0.9,0.88,,7,2025-04-05
T3533,S2951,14,user,unknown,0.45,0.74,silence,10,2025-03-09
T3534,S3057,11,user,start_application,0.28,0.65,,13,2025-03-25
T3535,S2648,4,system,service_lookup,0.88,0.79,,12,2025-02-25
T3536,S2119,12,system,start_application,0.81,0.77,misunderstanding,13,2025-04-20
T3537,S2626,8,system,start_application,0.92,0.84,,13,2025-02-05
T3538,S2524,12,system,start_application,0.54,0.5,,6,2025-03-08
T3539,S2768,10,user,unknown,0.7,0.88,misunderstanding,3,2025-04-02
T3540,S3112,9,user,unknown,0.47,0.55,silence,4,2025-02-23
T3541,S2511,1,user,service_lookup,0.4,0.81,,4,2025-01-29
T3542,S2046,3,system,service_lookup,0.75,0.94,,5,2025-03-23
T3543,S2771,12,user,service_lookup,0.53,0.64,,4,2025-03-15
T3544,S2739,4,system,service_lookup,0.78,0.71,misunderstanding,2,2025-03-04
T3545,S2521,13,user,service_lookup,0.69,0.89,,10,2025-03-17
T3546,S2133,7,user,unknown,0.83,0.73,misunderstanding,13,2025-03-18
T3547,S2247,6,system,start_application,0.75,0.76,noise,12,2025-04-11
T3548,S2435,10,user,start_application,0.9,0.62,,8,2025-03-03
T3549,S3199,10,user,service_lookup,0.66,0.57,,5,2025-03-28
T3550,S2685,11,user,start_application,0.43,0.48,,10,2025-02-02
T3551,S2585,1,user,unknown,0.36,0.81,,12,2025-03-07
T3552,S2350,4,system,repeat,0.79,0.81,misunderstanding,3,2025-01-30
T3553,S2142,6,system,service_lookup,0.61,0.91,,13,2025-02-04
T3554,S2966,3,user,unknown,0.43,0.69,misunderstanding,10,2025-01-30
T3555,S2803,2,user,service_lookup,0.64,0.8,misunderstanding,10,2025-01-20
T3556,S2717,2,user,start_application,0.79,0.38,,3,2025-03-31
T3557,S2642,10,system,service_lookup,0.82,0.63,silence,8,2025-02-20
T3558,S2500,12,user,start_application,0.41,0.65,misunderstanding,5,2025-04-08
T3559,S2369,12,user,service_lookup,0.64,0.87,,6,2025-02-15
T3560,S3109,4,user,start_application,0.71,0.81,misunderstanding,6,2025-02-23
T3561,S2786,13,user,start_application,0.36,0.65,,10,2025-04-23
T3562,S2738,1,system,service_lookup,0.79,0.61,,14,2025-03-29
T3563,S2949,10,system,unknown,0.81,0.94,,7,2025-01-17
T3564,S2521,2,user,service_lookup,0.89,0.71,,2,2025-04-08
T3565,S2488,13,system,unknown,0.71,0.85,misunderstanding,6,2025-04-20
T3566,S2396,10,user,service_lookup,0.85,0.54,,2,2025-04-25
T3567,S2895,2,user,repeat,0.71,0.84,,8,2025-03-25
T3568,S2354,4,user,start_application,0.79,0.55,,4,2025-04-11
T3569,S2946,4,user,service_lookup,0.51,0.7,,3,2025-02-21
T3570,S2287,1,system,service_lookup,0.34,0.98,,8,2025-01-06
T3571,S2997,7,system,start_application,0.63,0.78,misunderstanding,10,2025-04-09
T3572,S2535,7,user,repeat,0.64,0.94,,6,2025-01-08
T3573,S2850,10,user,unknown,0.28,0.8,misunderstanding,5,2025-04-01
T3574,S2837,11,user,service_lookup,0.77,0.91,,14,2025-02-17
T3575,S2167,10,system,service_lookup,0.46,0.46,,11,2025-01-02
T3576,S2949,10,system,start_application,0.68,0.77,,14,2025-01-09
T3577,S2620,1,user,start_application,0.81,0.81,,6,2025-03-28
T3578,S2427,11,system,unknown,0.61,0.85,,8,2025-03-29
T3579,S2489,8,system,service_lookup,0.71,0.71,silence,5,2025-03-27
T3580,S2354,10,user,start_application,0.82,0.71,,10,2025-01-14
T3581,S2195,14,user,start_application,0.98,0.77,silence,7,2025-01-21
T3582,S2544,14,system,service_lookup,0.93,0.98,misunderstanding,4,2025-03-17
T3583,S2716,7,user,repeat,0.7,0.86,misunderstanding,13,2025-04-27
T3584,S2823,7,user,service_lookup,0.47,0.76,misunderstanding,3,2025-02-08
T3585,S2931,11,user,start_application,0.81,0.88,misunderstanding,5,2025-04-10
T3586,S3002,6,user,start_application,0.51,0.95,silence,10,2025-04-07
T3587,S2658,12,system,service_lookup,0.68,0.77,,3,2025-02-23
T3588,S2938,4,user,service_lookup,0.54,0.53,noise,4,2025-04-27
T3589,S2779,11,user,unknown,0.68,0.36,misunderstanding,4,2025-02-24
T3590,S2010,8,user,unknown,0.78,0.69,,6,2025-03-06
T3591,S2395,2,system,unknown,0.34,0.74,,6,2025-01-23
T3592,S2730,7,user,unknown,0.58,0.73,,11,2025-02-12
T3593,S2408,3,system,service_lookup,0.8,0.64,,12,2025-04-24
T3594,S2361,14,user,service_lookup,0.89,0.22,,8,2025-04-29
T3595,S3026,3,system,service_lookup,0.7,0.9,noise,2,2025-02-28
T3596,S2083,14,system,unknown,0.63,0.84,,3,2025-02-19
T3597,S2155,7,system,repeat,0.83,0.75,,6,2025-03-08
T3598,S3199,12,user,start_application,0.58,0.9,,6,2025-03-28
T3599,S2706,3,system,unknown,0.71,0.84,,14,2025-02-19
T3600,S2471,5,user,start_application,0.74,0.54,noise,8,2025-04-26
T3601,S2618,8,system,service_lookup,0.79,0.67,,13,2025-03-03
T3602,S2133,14,user,service_lookup,0.5,0.57,silence,8,2025-03-19
T3603,S2787,13,system,service_lookup,0.71,0.68,,4,2025-03-14
T3604,S2906,4,user,service_lookup,0.84,0.55,,5,2025-02-23
T3605,S2863,7,system,service_lookup,0.6,0.68,,3,2025-02-12
T3606,S2666,7,system,repeat,0.62,0.85,,13,2025-04-30
T3607,S2276,2,user,service_lookup,0.63,0.65,,12,2025-04-21
T3608,S2881,14,system,repeat,0.74,0.81,,3,2025-01-27
T3609,S2012,8,user,start_application,0.75,0.93,misunderstanding,4,2025-02-16
T3610,S2341,10,system,unknown,0.94,0.75,,12,2025-03-21
T3611,S2034,12,system,repeat,0.51,0.84,noise,8,2025-01-25
T3612,S2558,10,system,unknown,0.81,0.54,,7,2025-01-28
T3613,S2404,14,user,service_lookup,0.95,0.69,silence,2,2025-03-05
T3614,S2657,9,user,service_lookup,0.42,0.55,,10,2025-01-25
T3615,S2158,6,system,start_application,0.77,0.56,,2,2025-01-31
T3616,S2955,14,system,service_lookup,0.54,0.68,silence,8,2025-03-28
T3617,S3133,5,user,start_application,0.81,0.61,misunderstanding,14,2025-03-16
T3618,S2548,1,user,service_lookup,0.84,0.8,,9,2025-02-15
T3619,S2984,1,user,start_application,0.8,0.84,,7,2025-04-16
T3620,S2278,9,system,unknown,0.69,0.75,silence,13,2025-02-03
T3621,S2478,14,system,service_lookup,0.62,0.83,misunderstanding,2,2025-01-12
T3622,S2110,4,user,unknown,0.55,0.94,misunderstanding,3,2025-04-01
T3623,S2430,1,user,service_lookup,0.82,0.92,,8,2025-01-27
T3624,S2541,11,system,service_lookup,0.46,0.97,silence,6,2025-02-23
T3625,S3138,10,user,start_application,0.61,0.8,silence,10,2025-04-30
T3626,S3113,12,system,repeat,0.65,0.82,,9,2025-04-18
T3627,S2359,3,user,repeat,0.74,0.63,noise,5,2025-02-14
T3628,S2371,6,system,repeat,0.67,0.81,silence,6,2025-01-20
T3629,S3038,14,system,service_lookup,0.59,0.66,misunderstanding,14,2025-03-14
T3630,S2954,11,user,service_lookup,0.6,0.61,silence,11,2025-03-13
T3631,S2258,13,user,service_lookup,0.59,0.59,,4,2025-02-18
T3632,S2777,13,system,service_lookup,0.65,0.73,,3,2025-04-30
T3633,S2119,11,user,unknown,0.76,0.73,,13,2025-01-13
T3634,S2975,8,system,unknown,0.97,0.95,,13,2025-02-10
T3635,S2912,13,user,service_lookup,0.62,0.98,silence,13,2025-03-06
T3636,S3151,10,system,repeat,0.9,0.66,,6,2025-02-26
T3637,S2722,2,user,start_application,0.53,0.63,,5,2025-03-06
T3638,S2522,8,user,service_lookup,0.71,0.8,misunderstanding,8,2025-02-11
T3639,S2324,14,user,service_lookup,0.44,0.67,misunderstanding,11,2025-02-24
T3640,S3073,13,system,start_application,0.75,0.73,misunderstanding,14,2025-02-03
T3641,S2068,1,system,start_application,0.83,0.53,,11,2025-01-31
T3642,S2390,11,user,service_lookup,0.65,0.84,,2,2025-01-04
T3643,S2382,2,user,unknown,0.85,0.94,silence,7,2025-03-04
T3644,S2015,8,user,start_application,0.88,0.85,,10,2025-03-20
T3645,S2845,7,user,service_lookup,0.73,0.58,,7,2025-03-02
T3646,S2868,5,system,service_lookup,0.65,0.71,,10,2025-01-15
T3647,S2567,13,user,repeat,0.51,0.76,,3,2025-02-25
T3648,S2131,10,system,start_application,0.5,0.85,,12,2025-02-25
T3649,S2272,2,system,repeat,0.89,0.78,,9,2025-04-13
T3650,S2483,9,system,service_lookup,0.85,0.94,,11,2025-03-25
T3651,S2549,5,system,service_lookup,0.79,0.89,noise,10,2025-01-04
T3652,S2356,8,user,service_lookup,0.74,0.51,,4,2025-03-27
T3653,S3071,13,user,service_lookup,0.67,0.72,misunderstanding,7,2025-02-27
T3654,S3033,4,system,start_application,0.88,0.86,,6,2025-01-14
T3655,S2232,14,user,service_lookup,0.75,0.6,silence,7,2025-03-26
T3656,S2035,9,user,service_lookup,0.78,0.72,silence,13,2025-01-25
T3657,S2412,10,system,service_lookup,0.95,0.79,silence,12,2025-03-26
T3658,S3027,7,system,start_application,0.77,0.89,,10,2025-04-12
T3659,S2043,2,user,repeat,0.88,0.88,misunderstanding,4,2025-01-08
T3660,S2567,3,system,repeat,0.65,0.55,,9,2025-01-26
T3661,S2739,14,user,repeat,0.88,0.71,,13,2025-02-15
T3662,S2113,2,system,start_application,0.84,0.68,silence,14,2025-04-26
T3663,S2396,5,user,service_lookup,0.93,0.7,,8,2025-03-15
T3664,S3197,2,system,repeat,0.84,0.93,,11,2025-04-16
T3665,S2465,5,system,service_lookup,0.83,0.81,,12,2025-04-08
T3666,S2846,13,user,repeat,0.82,0.58,misunderstanding,10,2025-04-24
T3667,S2501,9,system,repeat,0.61,0.84,misunderstanding,5,2025-01-13
T3668,S2440,2,system,start_application,0.48,0.71,,12,2025-01-16
T3669,S2068,9,system,service_lookup,0.55,0.83,noise,4,2025-04-16
T3670,S2325,7,user,unknown,0.76,0.65,misunderstanding,12,2025-01-29
T3671,S2066,7,system,repeat,0.45,0.78,,10,2025-02-22
T3672,S2303,14,system,repeat,0.82,0.89,,4,2025-04-22
T3673,S2971,5,user,service_lookup,0.69,0.53,,4,2025-04-06
T3674,S2483,8,system,service_lookup,0.87,0.73,silence,14,2025-01-18
T3675,S2928,7,user,service_lookup,0.97,0.72,,2,2025-01-29
T3676,S3182,6,user,service_lookup,0.78,0.94,,12,2025-01-18
T3677,S2148,2,user,start_application,0.82,0.95,,5,2025-01-04
T3678,S3050,6,system,unknown,0.89,0.92,silence,8,2025-01-23
T3679,S2986,14,system,service_lookup,0.57,0.86,misunderstanding,9,2025-03-22
T3680,S2583,2,user,start_application,0.38,0.64,,3,2025-04-11
T3681,S2247,1,system,service_lookup,0.88,0.81,,11,2025-01-31
T3682,S3124,9,user,service_lookup,0.29,0.64,,8,2025-03-24
T3683,S2701,13,system,unknown,0.52,0.77,misunderstanding,14,2025-02-04
T3684,S2095,5,user,repeat,0.84,0.7,,10,2025-04-30
T3685,S2281,10,system,start_application,0.85,0.68,silence,5,2025-02-13
T3686,S2321,10,system,service_lookup,0.61,0.9,,10,2025-04-03
T3687,S2528,4,system,service_lookup,0.95,0.78,,11,2025-04-10
T3688,S2262,12,user,service_lookup,0.48,0.93,,5,2025-01-27
T3689,S2579,11,user,service_lookup,0.88,0.69,misunderstanding,11,2025-01-22
T3690,S2293,8,user,service_lookup,0.89,0.52,,11,2025-03-15
T3691,S2394,5,system,repeat,0.48,0.89,,2,2025-02-18
T3692,S2512,14,user,service_lookup,0.59,0.85,,12,2025-04-24
T3693,S2920,7,system,service_lookup,0.87,0.7,,7,2025-01-24
T3694,S2809,3,user,start_application,0.86,0.71,silence,14,2025-03-11
T3695,S2919,8,user,unknown,0.78,0.89,,5,2025-04-30
T3696,S2692,8,user,unknown,0.91,0.66,noise,6,2025-03-28
T3697,S2234,3,system,repeat,0.84,0.61,misunderstanding,13,2025-01-29
T3698,S2951,9,system,service_lookup,0.46,0.39,misunderstanding,9,2025-04-05
T3699,S3031,14,system,service_lookup,0.25,0.59,,3,2025-01-22
T3700,S2538,8,system,unknown,0.94,0.81,,13,2025-01-03
T3701,S2819,1,user,unknown,0.9,0.96,,13,2025-02-06
T3702,S3114,8,system,start_application,0.33,0.72,misunderstanding,10,2025-04-29
T3703,S2271,12,user,service_lookup,0.31,0.98,,14,2025-02-05
T3704,S3028,11,system,service_lookup,0.52,0.72,,14,2025-01-06
T3705,S3141,4,user,unknown,0.68,0.93,,13,2025-01-17
T3706,S2592,6,system,service_lookup,0.81,0.72,,4,2025-01-02
T3707,S2975,14,user,start_application,0.92,0.87,,4,2025-04-30
T3708,S2114,13,user,unknown,0.62,0.72,misunderstanding,7,2025-03-27
T3709,S2262,10,user,repeat,0.83,0.89,silence,6,2025-02-11
T3710,S2206,9,user,service_lookup,0.75,0.56,,13,2025-04-21
T3711,S2302,5,user,service_lookup,0.74,0.86,,7,2025-03-11
T3712,S2111,7,system,service_lookup,0.66,0.71,noise,6,2025-01-24
T3713,S2184,13,system,start_application,0.71,0.57,,9,2025-03-29
T3714,S2900,1,user,start_application,0.84,0.64,silence,10,2025-01-16
T3715,S2220,9,user,service_lookup,0.95,0.77,,3,2025-04-23
T3716,S3140,14,user,service_lookup,0.64,0.93,,10,2025-02-05
T3717,S3093,6,system,service_lookup,0.73,0.88,,11,2025-02-03
T3718,S2897,11,user,unknown,0.85,0.93,,13,2025-02-20
T3719,S3093,4,user,repeat,0.7,0.55,,9,2025-01-07
