s.session_id,s.user_id,channel,language,total_duration_sec,s.total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,avg_turn_intent_confidence,avg_turn_asr_confidence,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,high_confusion_session,high_misunderstanding_session,high_silence_session,had_application_attempt,end_to_end_success,vulnerable_user_completed
S2088,U1083,voice,KINYARWANDA,264,8,abandoned,0,1,0,,"February 21, 2025","February 1, 2025",rural,0,0,0,0.8,0.63,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,33.3,1,1,1,0,0,0,2,0,0,1,1,[ID_REPLACEMENT],ID_REPLACEMENT,web,,1,1,1,1,0,0
S2089,U1451,voice,KINYARWANDA,54,6,completed,1,0,0,,"March 27, 2025","March 1, 2025",rural,0,0,0,0.82,0.68,0.2,0,1,0,0,4,1,1,1,0,0,20,0,2,0,0,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2090,U1373,voice,KINYARWANDA,180,9,completed,1,0,0,,"January 5, 2025","January 1, 2025",urban,0,0,0,0.77,0.66,0,0.2,1,0,0,4,1,1,0,1,0,20,20,1,1,1,2,0,0,2,1,2,0,0,"[DL, BIRTH_CERT]",DL,ussd,703,0,0,0,1,1,0
S2091,U1262,voice,KINYARWANDA,34,11,abandoned,0,1,0,repeated_errors,"February 28, 2025","February 1, 2025",rural,0,1,1,0.88,0.87,0,0.25,1,0,0,2,2,1,0,1,0,25,25,0,3,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2092,U1309,voice,KINYARWANDA,176,13,completed,1,0,0,user_request,"March 9, 2025","March 1, 2025",rural,0,0,0,0.65,0.54,0.33,0.33,0,1,0,0,3,2,1,1,0,66.7,0,1,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,0
S2093,U1384,voice,KINYARWANDA,147,12,abandoned,0,1,0,user_request,"January 9, 2025","January 1, 2025",urban,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2094,U1171,voice,KINYARWANDA,177,12,completed,1,0,0,,"April 3, 2025","April 1, 2025",rural,0,0,0,0.81,0.69,0,0,1,0,0,6,5,0,0,0,0,0,9.1,4,5,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2095,U1375,voice,KINYARWANDA,32,9,abandoned,0,1,0,,"January 22, 2025","January 1, 2025",rural,0,0,0,0.8,0.81,0.2,0.2,1,0,0,2,3,2,1,1,0,40,40,1,1,2,1,0,0,1,1,1,0,0,[LAND],LAND,ussd,172,1,0,0,1,0,0
S2096,U1172,voice,KINYARWANDA,115,3,completed,1,0,0,,"January 27, 2025","January 1, 2025",rural,1,0,1,0.73,0.69,0.5,0.13,0,0,0,3,5,6,4,1,1,75,12.5,5,1,1,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2097,U1361,voice,KINYARWANDA,49,12,abandoned,0,1,0,system,"January 10, 2025","January 1, 2025",urban,0,1,1,0.74,0.78,0.25,0.25,0,0,0,0,4,2,1,1,0,50,0,1,2,0,1,0,0,1,1,1,0,0,[DL],DL,web,546,0,0,0,1,0,0
S2098,U1046,voice,KINYARWANDA,18,11,completed,1,0,0,user_request,"March 21, 2025","March 1, 2025",rural,0,1,1,0.87,0.75,0.14,0.14,1,0,0,1,6,2,1,1,0,28.6,28.6,4,1,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2099,U1378,voice,KINYARWANDA,45,6,completed,1,0,0,user_request,"April 16, 2025","April 1, 2025",urban,1,1,1,0.73,0.7,0.6,0,0,0,0,3,2,3,3,0,0,60,20,1,1,1,2,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2100,U1140,voice,KINYARWANDA,242,5,transferred,0,0,1,,"April 16, 2025","April 1, 2025",urban,1,0,1,0.98,0.66,0.5,0,0,0,0,2,0,1,1,0,0,50,50,1,0,1,0,0,0,2,1,2,0,0,"[LAND, DL]",LAND,web,267,1,1,0,1,0,0
S2101,U1374,voice,KINYARWANDA,242,6,completed,1,0,0,,"March 2, 2025","March 1, 2025",rural,1,1,1,0.74,0.58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,2,1,0,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,voice,714,0,0,0,1,1,1
S2102,U1405,voice,KINYARWANDA,35,6,abandoned,0,1,0,,"February 20, 2025","February 1, 2025",urban,0,0,0,0.78,0.57,0,0.33,0,1,0,2,1,1,0,1,0,33.3,0,1,2,0,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,627,0,0,1,1,0,0
S2103,U1117,voice,KINYARWANDA,100,12,transferred,0,0,1,,"January 10, 2025","January 1, 2025",rural,0,0,0,0.8,0.72,0.33,0,0,0,0,5,1,5,2,0,3,83.3,16.7,3,2,1,0,0,0,1,1,1,0,0,[LAND],LAND,voice,"1,774",0,1,0,1,0,0
S2104,U1276,voice,KINYARWANDA,139,13,completed,1,0,0,,"January 6, 2025","January 1, 2025",urban,0,1,1,0.73,0.76,0.2,0,1,0,0,4,1,2,1,0,1,40,0,2,3,0,0,0,0,2,1,1,1,0,"[LAND, DL]",LAND,web,529,0,0,0,1,1,1
S2105,U1213,voice,KINYARWANDA,37,4,completed,1,0,0,system,"March 3, 2025","March 1, 2025",rural,0,0,0,0.81,0.84,0.17,0.33,1,1,0,5,1,3,1,2,0,50,33.3,1,2,2,1,0,0.17,1,1,1,0,0,[LAND],LAND,voice,62,1,0,1,1,1,0
S2106,U1219,voice,KINYARWANDA,149,14,abandoned,0,1,0,,"April 23, 2025","April 1, 2025",urban,0,1,1,0.67,0.8,0.33,0,0,0,0,7,2,3,3,0,0,33.3,22.2,4,2,2,1,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,0
S2107,U1392,voice,KINYARWANDA,189,3,transferred,0,0,1,,"January 5, 2025","January 1, 2025",rural,0,1,1,0.87,0.45,0,0.33,0,1,0,1,2,1,0,1,0,33.3,0,1,1,0,1,0,0,1,1,1,0,0,[LAND],LAND,ussd,"1,112",0,0,1,1,0,0
S2108,U1025,voice,KINYARWANDA,86,14,transferred,0,0,1,,"March 11, 2025","March 1, 2025",urban,0,0,0,0.55,0.71,0,0.25,1,0,0,3,1,2,0,1,1,50,25,0,2,1,1,0,0,1,0,0,1,0,[LAND],LAND,voice,,1,0,0,1,0,0
S2109,U1008,voice,KINYARWANDA,51,12,completed,1,0,0,system,"March 4, 2025","March 1, 2025",urban,0,1,1,0.8,0.83,0.17,0.17,1,0,0,4,2,2,1,1,0,33.3,16.7,2,3,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2110,U1270,voice,KINYARWANDA,87,14,abandoned,0,1,0,repeated_errors,"February 25, 2025","February 1, 2025",urban,0,0,0,0.79,0.59,0.2,0.6,0,1,0,4,1,4,1,3,0,80,0,1,3,0,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,"1,142",0,0,1,1,0,0
S2111,U1009,voice,KINYARWANDA,23,3,completed,1,0,0,repeated_errors,"February 28, 2025","February 1, 2025",urban,0,0,0,0.77,0.64,0.27,0.091,0,0,0,4,7,6,3,1,2,54.5,18.2,5,2,2,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2112,U1471,voice,KINYARWANDA,205,10,transferred,0,0,1,system,"March 4, 2025","March 1, 2025",urban,0,0,0,0.81,0.76,0,0.091,1,0,0,7,4,3,0,1,2,27.3,18.2,3,5,2,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,"1,450",0,0,0,1,0,0
S2113,U1377,voice,KINYARWANDA,76,4,transferred,0,0,1,,"April 21, 2025","April 1, 2025",rural,0,0,0,0.8,0.74,0.17,0.17,1,0,0,5,1,2,1,1,0,33.3,16.7,2,2,1,1,0,0,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,web,,0,0,0,1,0,0
S2114,U1120,voice,KINYARWANDA,214,14,completed,1,0,0,repeated_errors,"March 30, 2025","March 1, 2025",urban,0,0,0,0.76,0.68,0.17,0,1,0,0,3,3,2,1,0,1,33.3,16.7,2,1,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2115,U1124,voice,KINYARWANDA,110,12,completed,1,0,0,,"February 28, 2025","February 1, 2025",rural,0,0,0,0.77,0.79,0.43,0,0,0,0,4,3,3,3,0,0,42.9,0,3,3,0,1,0,0,1,1,1,0,0,[DL],DL,web,984,0,1,0,1,1,0
S2116,U1169,voice,KINYARWANDA,43,7,completed,1,0,0,,"February 20, 2025","February 1, 2025",rural,0,1,1,0.75,0.65,0,0.29,1,0,0,4,3,3,0,2,1,42.9,42.9,3,1,3,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2117,U1071,voice,KINYARWANDA,8,14,completed,1,0,0,user_request,"February 19, 2025","February 1, 2025",rural,0,1,1,0.8,0.75,0.2,0.2,1,0,0,2,3,2,1,1,0,40,40,1,2,2,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,446,1,0,0,1,1,1
S2118,U1151,voice,KINYARWANDA,94,6,abandoned,0,1,0,user_request,"January 4, 2025","January 1, 2025",rural,0,0,0,0.64,0.61,0,0,1,0,0,1,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2119,U1207,voice,KINYARWANDA,75,10,completed,1,0,0,,"April 14, 2025","April 1, 2025",urban,0,1,1,0.64,0.78,0.4,0.2,0,0,0,3,2,3,2,1,0,60,0,1,3,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2120,U1048,voice,KINYARWANDA,138,4,completed,1,0,0,,"February 17, 2025","February 1, 2025",rural,0,0,0,0.67,0.74,0,0.25,1,0,0,3,1,1,0,1,0,25,0,1,3,0,0,0,0,3,1,3,0,0,"[LAND, BIRTH_CERT, ID_REPLACEMENT]",LAND,web,361,0,0,0,1,1,0
S2121,U1153,voice,KINYARWANDA,39,12,completed,1,0,0,,"February 1, 2025","February 1, 2025",rural,0,0,0,0.69,0.64,0.5,0,0,0,0,2,2,2,2,0,0,50,25,2,1,1,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2122,U1346,voice,KINYARWANDA,88,11,transferred,0,0,1,,"April 30, 2025","April 1, 2025",urban,1,1,1,0.75,0.67,0.29,0,0,0,0,5,2,2,2,0,0,28.6,0,3,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2123,U1292,voice,KINYARWANDA,137,9,abandoned,0,1,0,,"February 20, 2025","February 1, 2025",urban,0,0,0,0.82,0.66,0,0.33,1,1,0,1,2,1,0,1,0,33.3,33.3,0,2,1,0,0,0,0,0,0,0,0,[],,,,1,0,1,0,0,0
S2124,U1067,voice,KINYARWANDA,137,9,completed,1,0,0,,"February 21, 2025","February 1, 2025",urban,0,1,1,0.65,0.83,0,0.33,1,1,0,5,1,2,0,2,0,33.3,16.7,1,3,1,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,1
S2125,U1049,voice,KINYARWANDA,241,3,completed,1,0,0,,"April 9, 2025","April 1, 2025",rural,0,1,1,0.78,0.73,0.4,0.2,0,0,0,3,2,3,2,1,0,60,20,2,2,1,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2126,U1151,voice,KINYARWANDA,227,14,transferred,0,0,1,user_request,"March 15, 2025","March 1, 2025",rural,0,0,0,0.85,0.47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2127,U1018,voice,KINYARWANDA,108,4,abandoned,0,1,0,,"February 3, 2025","February 1, 2025",rural,0,0,0,0.83,0.77,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,1,0,0,2,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2128,U1099,voice,KINYARWANDA,102,6,completed,1,0,0,,"February 5, 2025","February 1, 2025",rural,1,1,1,0.67,0.57,0.17,0.17,0,0,0,4,2,3,1,1,1,50,0,2,4,0,0,0,0,2,1,2,0,0,"[LAND, BIRTH_CERT]",LAND,ussd,837,0,0,0,1,1,1
S2129,U1059,voice,KINYARWANDA,136,6,completed,1,0,0,,"March 11, 2025","March 1, 2025",rural,0,0,0,0.75,0.74,0,0.33,1,1,0,3,0,1,0,1,0,33.3,0,2,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2130,U1166,voice,KINYARWANDA,16,13,completed,1,0,0,user_request,"February 12, 2025","February 1, 2025",rural,0,0,0,0.74,0.86,0.17,0.17,1,0,0,5,1,2,1,1,0,33.3,33.3,1,2,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2131,U1201,voice,KINYARWANDA,24,5,completed,1,0,0,,"April 20, 2025","April 1, 2025",rural,1,1,1,0.67,0.68,0.4,0,0,0,0,2,3,2,2,0,0,40,20,1,3,1,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2132,U1344,voice,KINYARWANDA,36,9,abandoned,0,1,0,,"January 16, 2025","January 1, 2025",rural,0,0,0,0.76,0.73,0.1,0.2,1,0,0,5,5,4,1,2,1,40,20,2,5,2,1,0,0,1,1,1,0,0,[DL],DL,web,310,0,0,0,1,0,0
S2133,U1145,voice,KINYARWANDA,97,14,transferred,0,0,1,,"February 28, 2025","February 1, 2025",rural,0,0,0,0.73,0.73,0.5,0.25,0,0,0,4,0,4,2,1,1,100,0,3,0,0,1,0,0,1,1,1,0,0,[LAND],LAND,voice,121,0,1,0,1,0,0
S2134,U1402,voice,KINYARWANDA,67,10,completed,1,0,0,repeated_errors,"February 22, 2025","February 1, 2025",rural,0,1,1,0.76,0.73,0,0.25,1,0,0,2,2,2,0,1,1,50,50,1,0,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2135,U1163,voice,KINYARWANDA,46,4,abandoned,0,1,0,repeated_errors,"January 19, 2025","January 1, 2025",rural,0,0,0,0.81,0.72,0.1,0.1,1,0,0,5,5,2,1,1,0,20,20,5,1,2,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2136,U1457,voice,KINYARWANDA,107,6,completed,1,0,0,user_request,"April 8, 2025","April 1, 2025",rural,1,0,1,0.79,0.65,0.67,0,0,0,0,1,2,2,2,0,0,66.7,33.3,0,0,1,2,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,1
S2137,U1480,voice,KINYARWANDA,474,5,abandoned,0,1,0,system,"March 30, 2025","March 1, 2025",urban,0,0,0,0.8,0.67,0.5,0.5,0,1,0,4,0,4,2,2,0,100,50,1,1,2,0,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,1,1,1,1,0,0
S2138,U1438,voice,KINYARWANDA,15,4,abandoned,0,1,0,user_request,"April 5, 2025","April 1, 2025",urban,0,1,1,0.88,0.72,0,0.2,1,0,0,2,3,1,0,1,0,20,20,3,1,1,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,490,0,0,0,1,0,0
S2139,U1241,voice,KINYARWANDA,70,14,completed,1,0,0,repeated_errors,"April 23, 2025","April 1, 2025",urban,0,0,0,0.84,0.75,0.25,0,0,0,0,1,3,2,1,0,1,50,25,1,0,1,2,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2140,U1068,voice,KINYARWANDA,201,8,completed,1,0,0,,"February 10, 2025","February 1, 2025",rural,0,1,1,0.63,0.7,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,2,1,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2141,U1174,voice,KINYARWANDA,102,6,abandoned,0,1,0,,"March 22, 2025","March 1, 2025",urban,0,0,0,0.59,0.7,0.33,0.67,0,1,0,2,1,3,1,2,0,100,0,2,0,0,1,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,web,,0,1,1,1,0,0
S2142,U1048,voice,KINYARWANDA,28,8,completed,1,0,0,system,"February 16, 2025","February 1, 2025",rural,0,0,0,0.85,0.74,0.29,0.29,0,0,0,1,6,4,2,2,0,57.1,14.3,2,2,1,2,0,0,2,1,1,1,0,"[LAND, BIRTH_CERT]",LAND,voice,222,0,0,0,1,1,0
S2143,U1482,voice,KINYARWANDA,113,4,completed,1,0,0,,"April 4, 2025","April 1, 2025",rural,0,0,0,0.78,0.72,0,0.25,1,0,0,4,0,1,0,1,0,25,0,3,0,0,1,0,0,4,1,3,1,0,"[LAND, DL]",DL,web,280,0,0,0,1,1,0
S2144,U1107,voice,KINYARWANDA,232,14,completed,1,0,0,,"April 13, 2025","April 1, 2025",urban,0,0,0,0.69,0.64,1,0,0,0,1,0,2,2,2,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2145,U1225,voice,KINYARWANDA,64,6,transferred,0,0,1,repeated_errors,"February 23, 2025","February 1, 2025",rural,0,0,0,0.82,0.72,0,0.67,1,1,0,1,2,2,0,2,0,66.7,33.3,1,1,1,0,0,0,0,0,0,0,0,[],,,,1,0,1,0,0,0
S2146,U1160,voice,KINYARWANDA,150,13,completed,1,0,0,,"February 24, 2025","February 1, 2025",rural,0,0,0,0.87,0.68,0.5,0,0,0,0,3,3,4,3,0,1,66.7,16.7,2,3,1,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2147,U1118,voice,KINYARWANDA,38,8,abandoned,0,1,0,repeated_errors,"April 5, 2025","April 1, 2025",urban,0,1,1,0.65,0.77,0.25,0.5,0,1,0,1,3,3,1,2,0,75,50,0,0,2,2,0,0,1,0,0,1,0,[LAND],LAND,voice,,1,0,1,1,0,0
S2148,U1148,voice,KINYARWANDA,32,7,completed,1,0,0,repeated_errors,"January 19, 2025","January 1, 2025",rural,0,0,0,0.79,0.76,0.22,0.22,1,0,0,6,3,5,2,2,1,55.6,0,3,5,0,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,954,0,0,0,1,1,0
S2149,U1464,voice,KINYARWANDA,55,5,abandoned,0,1,0,,"March 3, 2025","March 1, 2025",urban,0,0,0,0.79,0.72,0.2,0,1,0,0,1,4,1,1,0,0,20,0,2,3,0,0,0,0,3,1,2,1,0,"[BIRTH_CERT, ID_REPLACEMENT]",BIRTH_CERT,voice,"1,312",0,0,0,1,0,0
S2150,U1149,voice,KINYARWANDA,139,10,abandoned,0,1,0,user_request,"April 9, 2025","April 1, 2025",rural,0,0,0,0.8,0.81,0,0,1,0,0,1,2,0,0,0,0,0,33.3,2,0,1,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,794,1,0,0,1,0,0
S2151,U1431,voice,KINYARWANDA,292,9,transferred,0,0,1,,"April 3, 2025","April 1, 2025",urban,0,0,0,0.87,0.73,0,0.33,1,1,0,3,0,1,0,1,0,33.3,0,1,2,0,0,0,0,1,1,1,0,0,[LAND],LAND,voice,300,0,0,1,1,0,0
S2152,U1292,voice,KINYARWANDA,276,5,completed,1,0,0,,"February 28, 2025","February 1, 2025",urban,0,0,0,0.75,0.79,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,3,0,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2153,U1142,voice,KINYARWANDA,56,8,abandoned,0,1,0,,"March 6, 2025","March 1, 2025",rural,0,0,0,0.83,0.75,0.25,0,0,0,0,1,3,1,1,0,0,25,25,1,2,1,0,0,0,1,1,1,0,0,[LAND],LAND,voice,235,1,0,0,1,0,0
S2154,U1418,voice,KINYARWANDA,105,6,abandoned,0,1,0,repeated_errors,"March 9, 2025","March 1, 2025",urban,0,0,0,0.74,0.76,0.25,0,0,0,0,2,2,1,1,0,0,25,0,3,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2155,U1475,voice,KINYARWANDA,101,13,completed,1,0,0,user_request,"January 28, 2025","January 1, 2025",urban,0,0,0,0.79,0.8,0.43,0.29,0,0,0,1,6,5,3,2,0,71.4,14.3,3,2,1,1,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,web,,0,1,0,1,0,0
S2156,U1454,voice,KINYARWANDA,159,7,completed,1,0,0,,"January 18, 2025","January 1, 2025",rural,0,1,1,0.6,0.78,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,ussd,"1,068.5",0,0,0,1,1,1
S2157,U1159,voice,KINYARWANDA,12,13,completed,1,0,0,repeated_errors,"January 26, 2025","January 1, 2025",urban,0,1,1,0.67,0.63,0,0,1,0,0,5,1,1,0,0,1,16.7,0,3,2,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2158,U1010,voice,KINYARWANDA,94,7,completed,1,0,0,,"April 14, 2025","April 1, 2025",rural,0,1,1,0.71,0.69,0,0.2,1,0,0,1,4,1,0,1,0,20,40,1,2,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2159,U1137,voice,KINYARWANDA,15,9,transferred,0,0,1,system,"January 19, 2025","January 1, 2025",urban,0,0,0,0.68,0.78,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,0,5,2,0,0,0,0,2,1,1,0,1,[DL],DL,voice,464,0,0,0,1,0,0
S2160,U1456,voice,KINYARWANDA,337,13,completed,1,0,0,,"February 24, 2025","February 1, 2025",rural,0,0,0,0.8,0.74,0.29,0.14,0,0,0,3,4,4,2,1,1,57.1,0,3,4,0,0,0,0,1,1,1,0,0,[DL],DL,voice,238,0,0,0,1,1,0
S2161,U1077,voice,KINYARWANDA,247,7,completed,1,0,0,repeated_errors,"April 29, 2025","April 1, 2025",rural,0,0,0,0.71,0.8,0.44,0,0,0,0,5,4,4,4,0,0,44.4,0,1,7,0,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,467,0,1,0,1,1,0
S2162,U1076,voice,KINYARWANDA,48,13,abandoned,0,1,0,,"February 26, 2025","February 1, 2025",urban,0,1,1,0.79,0.71,0,0,1,0,0,2,1,0,0,0,0,0,33.3,1,0,1,1,0,0,2,1,1,1,0,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,ussd,141,1,0,0,1,0,0
S2163,U1440,voice,KINYARWANDA,368,5,completed,1,0,0,,"January 6, 2025","January 1, 2025",rural,0,0,0,0.86,0.77,1,0,0,0,1,0,1,1,1,0,0,100,0,1,0,0,0,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,,0,1,0,1,0,0
S2164,U1253,voice,KINYARWANDA,34,12,completed,1,0,0,,"January 1, 2025","January 1, 2025",rural,0,1,1,0.8,0.74,0.25,0.25,0,0,0,3,5,4,2,2,0,50,37.5,2,2,3,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,1
S2165,U1408,voice,KINYARWANDA,113,7,completed,1,0,0,user_request,"January 8, 2025","January 1, 2025",urban,0,0,0,0.77,0.83,0.6,0.2,0,0,0,2,3,4,3,1,0,80,0,2,2,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2166,U1257,voice,KINYARWANDA,99,9,transferred,0,0,1,,"April 7, 2025","April 1, 2025",urban,0,0,0,0.84,0.69,0,0,1,0,0,2,1,1,0,0,1,33.3,33.3,1,1,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2167,U1319,voice,KINYARWANDA,26,7,transferred,0,0,1,system,"February 20, 2025","February 1, 2025",rural,0,1,1,0.73,0.62,0.29,0,0,0,0,4,3,3,2,0,1,42.9,0,4,2,0,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,525,0,0,0,1,0,0
S2168,U1290,voice,KINYARWANDA,194,7,transferred,0,0,1,,"April 17, 2025","April 1, 2025",rural,0,1,1,0.69,0.58,0,0.17,0,0,0,0,6,1,0,1,0,16.7,0,0,2,0,4,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2169,U1262,voice,KINYARWANDA,185,11,completed,1,0,0,,"March 26, 2025","March 1, 2025",rural,0,1,1,0.72,0.69,0.33,0,0,0,0,1,2,1,1,0,0,33.3,0,1,1,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2170,U1084,voice,KINYARWANDA,174,5,abandoned,0,1,0,,"March 29, 2025","March 1, 2025",rural,0,0,0,0.79,0.64,0.75,0,0,0,0,0,4,3,3,0,0,75,50,2,0,2,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2171,U1145,voice,KINYARWANDA,106,8,completed,1,0,0,user_request,"January 25, 2025","January 1, 2025",rural,0,0,0,0.81,0.68,0.14,0.29,1,0,0,4,3,3,1,2,0,42.9,28.6,2,2,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2172,U1322,voice,KINYARWANDA,209,3,completed,1,0,0,,"February 16, 2025","February 1, 2025",urban,0,0,0,0.71,0.75,0.2,0.2,1,0,0,1,4,2,1,1,0,40,0,2,3,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2173,U1041,voice,KINYARWANDA,64,12,completed,1,0,0,user_request,"February 24, 2025","February 1, 2025",rural,0,0,0,0.64,0.75,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,[LAND],LAND,ussd,676,0,0,0,1,1,0
S2174,U1373,voice,KINYARWANDA,200,7,abandoned,0,1,0,system,"March 5, 2025","March 1, 2025",urban,0,0,0,0.7,0.63,0.17,0.33,1,1,0,4,2,3,1,2,0,50,0,4,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2175,U1124,voice,KINYARWANDA,90,10,completed,1,0,0,system,"April 17, 2025","April 1, 2025",rural,0,0,0,0.71,0.84,0.25,0.25,0,0,0,1,3,2,1,1,0,50,50,2,0,2,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2176,U1166,voice,KINYARWANDA,74,7,completed,1,0,0,,"March 24, 2025","March 1, 2025",rural,0,0,0,0.73,0.73,0.29,0,0,0,0,7,0,2,2,0,0,28.6,28.6,4,1,2,0,0,0,1,0,0,1,0,[DL],DL,ussd,,1,0,0,1,0,0
S2177,U1424,voice,KINYARWANDA,140,11,completed,1,0,0,repeated_errors,"April 3, 2025","April 1, 2025",rural,0,0,0,0.73,0.81,0,0.14,1,0,0,3,4,1,0,1,0,14.3,0,2,5,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2178,U1240,voice,KINYARWANDA,142,13,completed,1,0,0,user_request,"April 27, 2025","April 1, 2025",urban,0,0,0,0.74,0.73,0.14,0.43,1,1,0,3,4,4,1,3,0,57.1,14.3,5,0,1,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2179,U1458,voice,KINYARWANDA,83,8,abandoned,0,1,0,,"January 10, 2025","January 1, 2025",rural,0,1,1,0.76,0.61,0.43,0,0,0,0,5,2,3,3,0,0,42.9,42.9,0,2,3,2,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
